dataset,algorithm,error bound,compression ratio,mse,rmse,mae,snr,psnr,max_e,min_e,correlation,ssim,max_vsz,max_rss,c_time,c_avg_latency,c_max_latency,d_time,max_d_time
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.171875,2347.699790,116037.414658,3632634,7742.521326,798202
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.140625,2281.069583,112490.369447,3084792,7504.478620,820353
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.046875,2251.534859,110038.586632,3078487,7130.777760,785226
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.09765625,2249.956669,109976.595740,3049868,7134.629695,785928
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.296875,2257.501744,111326.258465,3088969,7385.267333,814428
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.03125,2259.996574,110471.095509,3084368,7185.148243,785786
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.16796875,2259.144979,110439.817105,3090920,7197.824598,783659
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.171875,2245.521509,109966.712432,3064332,7154.319531,854266
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.296875,2271.536814,111156.150400,3076511,7241.920073,796543
data/automobile/EVPower.csv,swab,1.301,8.622842703877097,0.19822198016954665,0.4452212710209909,0.29901353003054404,28.98775400341313,39.8903270942749,1.301,0.0,0.9992170041531439,0.9990597640093546,160.51171875,83.171875,2253.684627,109993.880651,3118409,7113.402646,783983
data/biomedical/ECG.csv,swab,0.033,50.88736302462404,0.0001966932688987857,0.01402473774795043,0.011344237448014745,15.618828998483071,41.913618921556534,0.03299987295144506,0.0,0.9861801400601655,0.9913772484286353,383.20703125,299.5390625,1467.414827,234406.286253,13199346,20017.443877,2464758
data/biomedical/ECG.csv,swab,0.033,50.88736302462404,0.0001966932688987857,0.01402473774795043,0.011344237448014745,15.618828998483071,41.913618921556534,0.03299987295144506,0.0,0.9861801400601655,0.9913772484286353,383.20703125,299.5390625,1469.187653,235406.230373,15036422,20239.335837,2458909
data/biomedical/ECG.csv,swab,0.033,50.88736302462404,0.0001966932688987857,0.01402473774795043,0.011344237448014745,15.618828998483071,41.913618921556534,0.03299987295144506,0.0,0.9861801400601655,0.9913772484286353,383.20703125,299.62109375,1485.753800,238970.192070,13182217,20656.616069,2470772
